element,date,n_points,n_standards,slope,sigma_slope,red_chi2,pooled_slope,pooled_sigma,homogeneity_red_chi2,recommend_single_factor
Cr,2025-05-20,6,2,0.8851645070681877,0.05102001298838947,0.6852002047827559,0.9240750410229694,0.010024353194043798,0.7383769366221703,True
Cr,2025-05-21,6,2,0.9231040816028756,0.051042904751561285,0.6477339175510858,0.9240750410229694,0.010024353194043798,0.7383769366221703,True
Cr,2025-05-22,6,2,0.8706704869526632,0.05097625137814581,0.743684507412891,0.9240750410229694,0.010024353194043798,0.7383769366221703,True
Cr,2025-05-26,6,2,0.9730228935720953,0.05192664462137462,0.8113776311671842,0.9240750410229694,0.010024353194043798,0.7383769366221703,True
Cr,2025-05-27,6,2,0.9167676370279325,0.05096089165578574,0.1015513480348195,0.9240750410229694,0.010024353194043798,0.7383769366221703,True
Cr,2025-05-28,6,2,0.9328316093392658,0.06691597243426524,1.613114527751209,0.9240750410229694,0.010024353194043798,0.7383769366221703,True
Cr,2026-01-05,6,2,0.986731538650787,0.052573571837171325,0.8016496019569266,0.9240750410229694,0.010024353194043798,0.7383769366221703,True
Cr,2026-01-06,6,2,0.9766677891426633,0.05256881000272075,0.6165546675578449,0.9240750410229694,0.010024353194043798,0.7383769366221703,True
Cr,2026-01-07,6,2,0.9833015415803086,0.051863477833100934,0.7659817383967523,0.9240750410229694,0.010024353194043798,0.7383769366221703,True
Cr,2026-01-08,4,2,0.9513043208924417,0.06253433086276904,0.3175360211030637,0.9240750410229694,0.010024353194043798,0.7383769366221703,True
Cr,2026-01-09,6,2,1.019696378235342,0.05126680935983669,0.48236718367621984,0.9240750410229694,0.010024353194043798,0.7383769366221703,True
Cu,2025-02-17,9,3,1.0443123719812244,0.0331497208272662,2.551018221482093,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-02-18,9,3,1.0433649848211397,0.020692541674733708,0.9349938508538048,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-02-24,6,3,1.0537804084037534,0.02531525137448078,0.8935756504342509,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-02-25,9,3,1.0445910502043112,0.03654708568376345,3.1027155977667413,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-02-26,9,3,1.0226898990529074,0.033665006791468076,2.6839286501476702,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-02-27,9,3,1.0592137711222311,0.024651020475911233,1.413996096199452,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-02-28,6,3,1.0389423666632276,0.0252773249815197,0.8620510658542113,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-04-15,9,3,1.0374914178252799,0.02636354053913941,1.6325335509758891,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-04-17,6,3,1.014448719574378,0.03245223517509394,1.6709824233452544,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-04-18,9,3,1.054624472892024,0.03311773321082339,2.5346339233807185,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-04-19,9,3,1.0618302911948596,0.0329821970581985,2.4916688573552683,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-04-20,6,3,1.056412525569919,0.02816092126767262,1.232800091321744,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-05-05,6,3,1.0237764392257014,0.0343035626643215,1.8579832565640264,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-05-06,9,3,1.032461625998012,0.031421079683778365,2.319015395002065,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-05-07,6,3,1.0298305350741197,0.030774309866901797,1.4939224237048196,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-05-08,9,3,1.0471261619636703,0.033583071455660696,2.628866279660705,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-05-13,6,3,1.0828064624835596,0.04429028949474761,2.959566510124183,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-05-16,9,3,1.0216921456165098,0.024774343211197425,1.4550211748425788,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-05-19,9,3,1.050729746354417,0.03172346483375392,2.3348846394424565,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-05-20,9,3,1.0265640370163782,0.020449460828319003,0.8653395491633958,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-05-21,9,3,1.0516367341575226,0.025087456335334938,1.4633524587526443,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-05-22,9,3,1.0220371659703567,0.02148881224410751,1.094861253850116,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-05-26,9,3,1.0429411551283365,0.0331085196719396,2.5486438304451586,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-05-27,9,3,1.044327573959523,0.02587305404195948,1.562535633442541,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2025-05-28,9,3,1.039817939572253,0.020605084873042714,0.8293100694623191,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2026-01-05,9,3,1.0716898188829302,0.033556798566580344,2.5852580399684513,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2026-01-06,9,3,1.0449582439869447,0.03239388856063907,2.466392218633679,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2026-01-07,9,3,1.0613414912040915,0.038120887323334,3.3604105790173793,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2026-01-08,6,3,1.051773229167664,0.04274125934032069,2.8290209340062007,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Cu,2026-01-09,9,3,1.0526427771203306,0.03243775540542199,2.4573515517381637,1.042071467866496,0.005198752621032684,0.26000536734211155,True
Fe,2025-02-17,15,5,1.0012677850179081,0.010262068178750023,27.319173139272277,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-02-18,15,5,1.0032251066117388,0.010152042709506474,26.687518995037447,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-02-24,10,5,0.9978878947847089,0.013054401060937295,29.55363458264913,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-02-25,15,5,0.9985926653804507,0.010053863303179103,26.337986909160417,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-02-26,15,5,1.000098127265197,0.010044938993377455,26.256525563565607,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-02-27,15,5,0.9982294738043611,0.010331421158649809,27.849392677680754,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-02-28,10,5,0.997073607471999,0.012200713530660205,25.872823991844843,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-04-15,15,5,0.9979984806369051,0.01024354373287013,27.301789947987054,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-04-17,10,5,0.9977016205660382,0.01275279462861475,28.155695761843074,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-04-18,14,5,0.9950286067765379,0.01036579107051556,26.06593156838987,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-04-19,15,5,0.9981782443737942,0.010379588444077733,27.88184781491969,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-04-20,10,5,0.9993972060649317,0.012946647683343545,28.68677033756008,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-05-05,10,5,0.997853815320752,0.01244271661856949,26.735318546074428,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-05-06,15,5,0.9962242938093051,0.010113963806543166,26.592556999965016,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-05-07,10,5,0.9977863405551096,0.013074299125401662,29.52717526055037,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-05-08,15,5,0.9988163190482737,0.010001570575860999,25.85329739985098,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-05-13,10,5,0.9966771293138806,0.012385733479506543,26.436143953628502,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-05-16,15,5,0.998940330373043,0.009986250536426756,25.877381508188993,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-05-19,15,5,0.9968704778528269,0.010577598730785242,28.97830773434893,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-05-20,15,5,0.9995946594821593,0.009794367312913586,24.76822595254,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-05-21,15,5,0.9964255712810255,0.010225435558348936,27.05999958339052,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-05-22,15,5,0.9946699341673638,0.01013493963965443,26.702250696469996,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-05-26,15,5,0.9945724510240576,0.010466320496707938,28.547968605874022,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-05-27,15,5,0.9960714156939311,0.009798049396022563,25.008067376772924,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2025-05-28,15,5,0.9987772284452312,0.01022219950004833,27.074399059189805,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2026-01-05,15,5,0.9946538880599372,0.01015740218942702,27.036487137581414,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2026-01-06,15,5,0.9942992416837978,0.010306520761262178,27.694179809203803,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2026-01-07,15,5,0.9941379857944704,0.010224010329862268,27.250576776785945,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2026-01-08,10,5,0.9921255211797491,0.012270381010046226,26.161185646360646,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
Fe,2026-01-09,15,5,0.9929091252654464,0.010527258250004532,29.02532229575655,0.9972345118430969,0.001953909728185658,0.054607848432824284,True
K,2025-02-17,9,3,0.970375897240554,0.011297238403060435,14.312559492291186,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-02-18,9,3,0.9660803324689843,0.010887010155984618,13.349732349704043,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-02-24,6,3,0.9696557846767596,0.014438942478114936,15.61193064123342,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-02-25,9,3,0.9631333083954126,0.011906928869146738,16.057421868915092,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-02-26,9,3,0.9637661290911883,0.011021627649452559,13.724496675102309,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-02-27,9,3,0.957270397358183,0.012063694088247355,16.574526131836574,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-02-28,6,3,0.9568896532467427,0.01411978689059243,15.114734023725623,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-04-15,9,3,0.9527464782329124,0.011192517944283375,14.271504347353535,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-04-17,6,3,0.9430898256201601,0.014736374365629816,16.64930014217783,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-04-18,9,3,0.9437505500241766,0.010857385858126106,13.541360394179257,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-04-19,9,3,0.9385895661912169,0.01178237455203327,16.014095871537396,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-04-20,6,3,0.9443139392951967,0.014290272035221391,15.548226137370346,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-05-05,6,3,0.9513309940377345,0.013864817718299428,14.598780751861886,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-05-06,9,3,0.9456948506927337,0.011657317161954842,15.593592071866292,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-05-07,6,3,0.9412268574975412,0.014230708632412485,15.504723653489748,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-05-08,9,3,0.9429630485980921,0.01141605668119352,14.963421751665507,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-05-13,6,3,0.9448555529461796,0.013808340463479118,14.543999383624335,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-05-16,9,3,0.9502739313374025,0.010880233353387966,13.504983059389463,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-05-19,9,3,0.9562772222774166,0.01122647854023504,14.270582422634687,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-05-20,9,3,0.9615558044845989,0.010726940841863307,12.949253767575794,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-05-21,9,3,0.9496120245531602,0.01075376455319911,13.172842939459805,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-05-22,9,3,0.9485811641767017,0.011116084999232034,14.11733379262294,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-05-26,9,3,0.946564822274981,0.011737620402845098,15.78490680509599,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-05-27,9,3,0.9487483185427528,0.011767755591660087,15.863478595376902,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2025-05-28,9,3,0.9526158501173165,0.010801012193958551,13.262817701353665,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2026-01-05,9,3,0.9509843563201075,0.011376799420852129,14.808305037363024,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2026-01-06,9,3,0.9435219075484349,0.010940922398310909,13.739064621375102,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2026-01-07,9,3,0.9403284205482586,0.01089805796295797,13.662670039495762,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2026-01-08,6,3,0.9372274184573838,0.013535197905487963,14.102294550801378,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
K,2026-01-09,9,3,0.9397065086221762,0.012008442256655882,16.67784398063246,0.9510074847014438,0.0021637861324717575,0.607545953908854,True
La,2025-02-18,5,2,2.423224420039968,0.339004282302249,1.0907254691843125,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-02-24,5,3,2.826643691375057,0.3583597822483163,0.47947456859169035,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-02-25,5,3,2.260131797376637,0.3564908006050435,0.7236606079333711,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-02-26,5,3,2.472522581597403,0.345701172178535,0.31664269417415225,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-02-27,6,3,2.5232432097607895,0.3063990648383249,0.47353027692440425,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-04-15,5,2,2.4608171294421006,0.3246182381936818,0.9983196481196495,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-04-17,4,2,2.4098534498201563,0.3672069512992514,0.3212796166317716,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-04-18,4,3,2.1131379801808827,0.3786407355294915,0.34048185322244984,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-04-19,4,3,2.385955476479897,0.3803666364349597,0.7670305889218095,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-05-05,4,3,2.1739911376455248,0.3814570178079209,0.34637906505948773,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-05-06,5,3,2.467046283057274,0.3312839896364384,0.7289646945071299,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-05-07,4,2,2.1598669496324727,0.3948572525611908,0.40463869680435477,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-05-08,4,2,2.1702411372496284,0.3845816960173735,0.4536480187185541,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-05-16,4,2,2.1544145850194383,0.3671367985683255,0.17117317963672876,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-05-19,4,3,2.5494563108633934,0.6147536635199025,2.564299444471639,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-05-20,7,3,2.5090167290209187,0.29570266367598336,1.0170170660756719,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-05-22,6,3,2.2811671040705073,0.30504671048342696,0.6427903414617946,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-05-26,4,2,2.242644963462555,0.36503317878647673,0.717777128962296,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2025-05-27,5,3,2.5153936569219213,0.48877395694418235,2.21996390631468,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2026-01-05,5,3,2.581768645751741,0.4040009566516679,1.294729991318087,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2026-01-06,6,2,2.1177214439910137,0.2980234377825058,0.5782015009449102,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2026-01-07,6,3,2.230506874849561,0.30539640260704737,0.4835174088975177,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
La,2026-01-09,5,3,2.1292530923765622,0.3427673798112916,0.8839775432450198,2.3484393565776127,0.07374384342720011,0.27682621921159506,True
Mg,2025-02-17,12,4,1.0234719332463924,0.021664400832318027,0.6243509980083903,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-02-18,12,4,0.997115275118003,0.02400561276772216,1.2626558945747293,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-02-24,8,4,1.0273908108992675,0.026327666219081093,0.2862457059567592,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-02-25,12,4,1.0119595728615092,0.02156294265804376,0.2551609418828323,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-02-26,12,4,0.9999289759011833,0.021317724392434914,0.7575254181611971,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-02-27,12,4,1.0132542811319143,0.02152877052752717,0.4544145123307093,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-02-28,8,4,1.0154336955698158,0.026318095599006355,0.38283830428088406,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-04-15,12,4,0.9940584009131822,0.021635693072386546,0.46486810029694775,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-04-17,8,4,0.9603379070968928,0.027900120906417594,1.1612875255386454,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-04-18,11,4,1.004295894356987,0.021642988741032227,0.22999426939029025,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-04-19,12,4,0.9601820157696881,0.023336593022386748,1.1939363177543654,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-04-20,8,4,0.9833916346861542,0.028917545233629906,1.1248855822394659,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-05-05,8,4,0.9932993316301227,0.026468875455747488,0.27401480889843194,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-05-06,12,4,0.9744228192793574,0.02163914647581873,0.586359935480215,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-05-07,8,4,0.9759632442125863,0.026495920241247375,0.2848276461358942,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-05-08,12,4,0.9643830369350822,0.021395906065572904,0.7120265883596214,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-05-13,8,4,0.9632784730946846,0.02644812599106982,0.4386997111946423,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-05-16,12,4,0.9692777490980263,0.021109911912396334,0.6063393344699604,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-05-19,12,4,1.0132461959121812,0.022186568515287497,0.7219180117337022,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-05-20,12,4,1.0344672275958058,0.02225839966970401,0.16436606090723443,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-05-21,12,4,0.9536211240386618,0.021388105836641382,0.39145287033041726,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-05-22,12,4,0.9782089249207366,0.02154476842836216,0.6144666967432159,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-05-26,12,4,0.9567609608220488,0.021241210204158926,0.10540066232627689,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-05-27,12,4,0.9741607673954522,0.020964877842575915,0.7190907400519445,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2025-05-28,12,4,0.9825197835100348,0.021581280772168407,0.12765283188793078,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2026-01-05,12,4,0.9921001261606306,0.021086973273553498,0.3559110340770937,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2026-01-06,12,4,0.9757580468939592,0.021567477308087286,0.5927176820620201,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2026-01-07,12,4,0.9696132419529048,0.021243842714615168,0.20468879468319842,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2026-01-08,8,4,0.953594022973582,0.025857555605076517,0.6446857384715513,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mg,2026-01-09,12,4,0.9559844445374001,0.021083955154840923,0.28564166152766607,0.985644841997519,0.004149304586844555,1.0909317397664373,True
Mn,2025-02-17,9,3,0.8713378573694254,0.010724721194195288,0.4990892529901054,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-02-18,9,3,0.8773412561915949,0.010746459471350236,0.4507628184374823,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-02-24,6,3,0.8680192976287904,0.013148958282012886,0.21330123661202088,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-02-25,9,3,0.8737618889930132,0.010757977470963468,0.27687173722770586,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-02-26,9,3,0.8672377069327517,0.010724253882203055,0.24318998140824563,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-02-27,9,3,0.869776948597639,0.010734426583388853,0.37727778919407284,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-02-28,6,3,0.8727337325699798,0.013167647166019163,0.3652820478257145,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-04-15,9,3,0.8831316731240687,0.010747909768946502,0.21048311793603203,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-04-17,6,3,0.8665717273741926,0.013121109487270605,0.6184482980603938,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-04-18,9,3,0.8754920097725192,0.01074789955283547,0.4828373767743745,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-04-19,9,3,0.8756211241460398,0.010759373165951236,0.9983495765440192,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-04-20,6,3,0.8784820980776278,0.015476510606610351,1.3452189887304795,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-05-05,6,3,0.8545229884602413,0.013135714016897825,0.4943191163074183,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-05-06,9,3,0.8647873649734339,0.010723005236224646,0.47072702503778197,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-05-07,6,3,0.8617016564794125,0.013112991595700493,0.35398872349756655,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-05-08,9,3,0.8694137305228333,0.010729295883591259,0.461091850338829,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-05-13,6,3,0.8771598711553572,0.013179274844417792,0.5721021590541971,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-05-16,9,3,0.883828977409405,0.010766180297410794,0.48892290151493295,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-05-19,9,3,0.8541073960256191,0.010716578775148727,0.35819203961715906,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-05-20,9,3,0.8687952864597552,0.010726763902908507,0.4207459558368855,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-05-21,9,3,0.8579028945506978,0.010737121229886876,0.40546202083212934,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-05-22,9,3,0.8597650640242869,0.010737509659540234,0.2734429763471351,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-05-26,9,3,0.8699458735781872,0.010747705952921313,0.5478927527191392,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-05-27,9,3,0.8717600829521037,0.010730565570228588,0.7097937207393026,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2025-05-28,9,3,0.8628940468201327,0.01072277762270756,0.7921217172204723,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2026-01-05,9,3,0.8580147659940089,0.010723322930268824,0.5069854875729436,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2026-01-06,9,3,0.8811849633182661,0.010777286524164379,0.6258571783418255,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2026-01-07,9,3,0.8587963361339717,0.010723769873711472,0.18919837930279226,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2026-01-08,6,3,0.8746007034674527,0.013190346353565058,0.5056734099572611,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mn,2026-01-09,9,3,0.8698708998552862,0.010731284147058472,0.14301204825867753,0.8692096268103272,0.0020608676274452707,0.5294493009352812,True
Mo,2025-02-17,7,3,0.8807717200944213,0.017861357192393228,1.7388954409862958,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-02-18,7,3,0.8959910296461048,0.016344655811466217,1.3978790349566854,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-02-24,4,2,0.8860014523701341,0.016682769450772773,0.7935248777587861,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-02-25,8,3,0.8905871329035783,0.021905960821755704,2.5716228482283654,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-02-26,8,3,0.8935989568843568,0.013765759207292241,0.7402669618664195,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-02-27,9,3,0.8913467119481622,0.023968061480335267,3.137375538944094,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-02-28,5,3,0.8869400805658589,0.018667428603561544,1.2486936615620223,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-04-15,7,3,0.8942606369545306,0.020165616664837276,2.201054692934373,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-04-17,4,2,0.8694616792773023,0.032337609442812956,3.957644794638247,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-04-18,8,3,0.8849993969530444,0.01955928111200219,2.0720462313469086,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-04-19,7,3,0.8862938414842843,0.014763724717007544,1.1759844221309999,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-04-20,5,3,0.8987857614360218,0.01706084182451222,0.6800360287547158,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-05-05,5,3,0.9045631547605908,0.017030884067702992,0.9211226256223387,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-05-06,7,3,0.8845781551716568,0.020805884165001665,2.321428533763586,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-05-07,5,3,0.8848561226830011,0.017350668514373346,1.0630285771064854,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-05-08,7,3,0.8926898734263122,0.016803503734118888,1.5148825425027503,0.889298524019035,0.003133127861015795,0.17924331622796721,True
