element,date,block,n_blocks_fitted,n_points,n_standards,slope,sigma_slope,red_chi2,within_session_red_chi2,within_session_consistent
Cu,2025-02-27,3,3,3,3,1.0551819744529387,0.037755420017473874,1.1091384470113004,0.372480458644844,True
Cu,2025-02-28,1,2,3,3,1.0387613828550195,0.03579972337233853,0.7588214030296013,4.254564521716232e-05,True
Cu,2025-02-28,2,2,3,3,1.039122244294299,0.04217956354456123,1.3962807860485598,4.254564521716232e-05,True
Cu,2025-04-15,1,3,3,3,1.0397940816356823,0.0642870222485358,3.201864331990258,0.11091779042227284,True
Cu,2025-04-15,2,3,3,3,1.0523567552894306,0.03572787057515314,0.3599799821486698,0.11091779042227284,True
Cu,2025-04-15,3,3,3,3,1.0200715500752424,0.059051028942000844,2.760058380302726,0.11091779042227284,True
Cu,2025-04-17,1,2,3,3,1.0011766782916804,0.04839397089316127,1.879064512782379,0.13825258739809332,True
Cu,2025-04-17,2,2,3,3,1.0277121118816968,0.052450808306974794,2.158721939440307,0.13825258739809332,True
Cu,2025-04-18,1,3,3,3,1.0734641630059523,0.05829220286161359,2.589670586093015,0.0747878101144992,True
Cu,2025-04-18,2,3,3,3,1.0394050634850465,0.07133955890366978,3.9235133945463945,0.0747878101144992,True
Cu,2025-04-18,3,3,3,3,1.0507425370835595,0.0660490271949068,3.394264197946321,0.0747878101144992,True
Cu,2025-04-19,1,3,3,3,1.0483479103928257,0.06194683504744738,2.946013076182213,0.05331004117722814,True
Cu,2025-04-19,2,3,3,3,1.0587198481018278,0.06541071718597476,3.2898959256381137,0.05331004117722814,True
Cu,2025-04-19,3,3,3,3,1.0783306138862203,0.068653648452788,3.554190521562102,0.05331004117722814,True
Cu,2025-04-20,1,2,3,3,1.046141458284314,0.060245214278914404,2.8127977634654147,0.08392202313419653,True
Cu,2025-04-20,2,2,3,3,1.0664448323347726,0.03581254289779043,0.18910133507033008,0.08392202313419653,True
Cu,2025-05-05,1,2,3,3,1.0176063556753832,0.04124744176272476,1.3567570831556082,0.02618814271656175,True
Cu,2025-05-05,2,2,3,3,1.0300043341692093,0.0645607762565195,3.2578633452332726,0.02618814271656175,True
Cu,2025-05-06,1,3,3,3,1.0103572083767016,0.06893930181622018,3.7731074928567305,0.09549116413214324,True
Cu,2025-05-06,2,3,3,3,1.0376245740623202,0.05781607288190407,2.6243403879083087,0.09549116413214324,True
Cu,2025-05-06,3,3,3,3,1.0492722877953407,0.05770987235007217,2.5666953466535087,0.09549116413214324,True
Cu,2025-05-07,1,2,3,3,1.0279367427427955,0.06769749075895924,3.60895229423975,0.0024369623993645514,True
Cu,2025-05-07,2,2,3,3,1.0317120811008036,0.03557805582125168,0.12304328889415116,0.0024369623993645514,True
Cu,2025-05-08,1,3,3,3,1.055370243038453,0.05695133240020368,2.4942765960397835,0.016405272418017706,True
Cu,2025-05-08,2,3,3,3,1.0446357821203813,0.085291009278243,5.677418461514215,0.016405272418017706,True
Cu,2025-05-08,3,3,3,3,1.041411327737886,0.05426980819553645,2.3023739035969797,0.016405272418017706,True
Cu,2025-05-13,1,2,3,3,1.0819010673606466,0.05942048028164543,2.6611199081563095,0.00033331018638482713,True
Cu,2025-05-13,2,2,3,3,1.0837088622551638,0.07921019212102968,4.737180035548754,0.00033331018638482713,True
Cu,2025-05-16,1,3,3,3,1.0611013205950557,0.04979966775740342,1.9094961481480133,0.5237075876127252,True
Cu,2025-05-16,2,3,3,3,1.0008134550339773,0.05136453393743572,2.111193456435583,0.5237075876127252,True
Cu,2025-05-16,3,3,3,3,1.0027031062840088,0.03531584341994124,0.872527091358983,0.5237075876127252,True
Cu,2025-05-19,1,3,3,3,1.0538460791405602,0.05808368765949776,2.587072584149783,0.022618384610034212,True
Cu,2025-05-19,2,3,3,3,1.0589351457738474,0.05297036048715294,2.175547513401264,0.022618384610034212,True
Cu,2025-05-19,3,3,3,3,1.039301339849495,0.07602138023132558,4.496487499888789,0.022618384610034212,True
Cu,2025-05-20,1,3,3,3,1.0128760878933407,0.03521056642130016,0.05184660611996982,0.37008724467362714,True
Cu,2025-05-20,2,3,3,3,1.0058182940864822,0.03494219408523287,0.25699329521294634,0.37008724467362714,True
Cu,2025-05-20,3,3,3,3,1.061469124184055,0.05623440575214645,2.4265654255576186,0.37008724467362714,True
Cu,2025-05-21,1,3,3,3,1.045166060727793,0.07871170410558492,4.797657880416382,0.12952364323733398,True
Cu,2025-05-21,2,3,3,3,1.0422397421656684,0.03573888059605114,0.14051824826028878,0.12952364323733398,True
Cu,2025-05-21,3,3,3,3,1.067416913538807,0.03608651351610662,0.7682250236753662,0.12952364323733398,True
Cu,2025-05-22,1,3,3,3,1.022033487433383,0.035527181573877416,0.3997886094035608,0.006727238943429812,True
Cu,2025-05-22,2,3,3,3,1.0181744694886412,0.0355584681416183,0.9754450976705864,0.006727238943429812,True
Cu,2025-05-22,3,3,3,3,1.025893105435061,0.06163291715975023,2.9924545747201727,0.006727238943429812,True
Cu,2025-05-26,1,3,3,3,1.0171669339241858,0.0628078283137757,3.099386131198985,0.12405104493613797,True
Cu,2025-05-26,2,3,3,3,1.0567441738953036,0.05958911962226432,2.731881527222903,0.12405104493613797,True
Cu,2025-05-26,3,3,3,3,1.054588941612218,0.07188194660059437,3.9796761185715455,0.12405104493613797,True
Cu,2025-05-27,1,3,3,3,1.0154108089683784,0.03536603627694129,0.09087622875722448,0.34943762821627683,True
Cu,2025-05-27,2,3,3,3,1.0783306138862203,0.068653648452788,3.554190521562102,0.34943762821627683,True
Cu,2025-05-27,3,3,3,3,1.0393964355423764,0.04827211718933084,1.822410851357975,0.34943762821627683,True
Cu,2025-05-28,1,3,3,3,1.0457997762314777,0.03571999314398828,0.024139427464851957,0.02255773794606629,True
Cu,2025-05-28,2,3,3,3,1.031816207417456,0.05530740439745671,2.4130109116428056,0.02255773794606629,True
Cu,2025-05-28,3,3,3,3,1.041801541876462,0.03573637562681153,0.8393412911938145,0.02255773794606629,True
Cu,2026-01-05,1,3,3,3,1.0764827420855305,0.060767493509067655,2.8230392791448966,0.0296039637443853,True
Cu,2026-01-05,2,3,3,3,1.0580481585839452,0.07177473485392957,3.9910401324641,0.0296039637443853,True
Cu,2026-01-05,3,3,3,3,1.0805545886558017,0.06717890090804358,3.4167370498379803,0.0296039637443853,True
Cu,2026-01-06,1,3,3,3,1.0111148881519878,0.04070527848853156,1.3454069068246992,0.3086014207631125,True
Cu,2026-01-06,2,3,3,3,1.060714122975168,0.07135166000869152,3.9123987437302583,0.3086014207631125,True
Cu,2026-01-06,3,3,3,3,1.0632992766642706,0.0713085821480711,3.9245608191019663,0.3086014207631125,True
Cu,2026-01-07,1,3,3,3,1.0781925868510691,0.060870019082360845,2.8404041994926437,0.08319045566745663,True
Cu,2026-01-07,2,3,3,3,1.0395983291901727,0.07290895387325635,4.146287499990667,0.08319045566745663,True
Cu,2026-01-07,3,3,3,3,1.065931794443669,0.08963848067996345,6.154875889758986,0.08319045566745663,True
Cu,2026-01-08,1,2,3,3,1.0656451061701162,0.0556351430402938,2.392075610243634,0.08797007915353626,True
Cu,2026-01-08,2,2,3,3,1.037612009040103,0.0764063701580692,4.528369150526375,0.08797007915353626,True
Cu,2026-01-09,1,3,3,3,1.0396842476412065,0.06399733762938138,3.21406930010957,0.17863982712361653,True
Cu,2026-01-09,2,3,3,3,1.0354006634034039,0.06477769157373593,3.3106893120734666,0.17863982712361653,True
Cu,2026-01-09,3,3,3,3,1.0825986088332964,0.06031717939403209,2.774932335474843,0.17863982712361653,True
Fe,2025-02-17,1,3,5,5,1.0042421793043914,0.02134602278257461,39.06289953106966,0.016531652800614676,True
Fe,2025-02-17,2,3,5,5,0.9993987959035999,0.017947678074306743,27.924919863412665,0.016531652800614676,True
Fe,2025-02-17,3,3,5,5,1.000182815341278,0.018047617426463335,28.338043356798636,0.016531652800614676,True
Fe,2025-02-18,1,3,5,5,1.0025559298508833,0.01894402389317832,30.83375837059764,0.0041079323550474315,True
Fe,2025-02-18,2,3,5,5,1.004628377868519,0.018947476020010984,30.941456923977086,0.0041079323550474315,True
Fe,2025-02-18,3,3,5,5,1.0024908447364786,0.019066216833035225,31.56731305480051,0.0041079323550474315,True
Fe,2025-02-24,1,2,5,5,0.9964354047421038,0.019647735812181582,33.48801157803555,0.010990162396773475,True
Fe,2025-02-24,2,2,5,5,0.9993365282753929,0.019488184926407713,32.91644224251395,0.010990162396773475,True
Fe,2025-02-25,1,3,5,5,0.9976025116344698,0.01890265519153555,30.89380139484012,0.0021265060620525348,True
Fe,2025-02-25,2,3,5,5,0.999255778511751,0.01905559974586917,31.589750050797285,0.0021265060620525348,True
Fe,2025-02-25,3,3,5,5,0.9989113596688752,0.01845477492714516,29.666446934395783,0.0021265060620525348,True
Fe,2025-02-26,1,3,5,5,0.9987462355037782,0.019617458141324328,33.18629744516829,0.006651001931311992,True
Fe,2025-02-26,2,3,5,5,1.0017540792639166,0.018176736721236725,28.671594094241172,0.006651001931311992,True
Fe,2025-02-26,3,3,5,5,0.9997813709833179,0.01852858737872388,29.938831858746614,0.006651001931311992,True
Fe,2025-02-27,1,3,5,5,0.9966634809538795,0.01847980640326884,29.639159329251395,0.007729742520248211,True
Fe,2025-02-27,2,3,5,5,0.9999990182108223,0.019542639200783925,33.093792930468595,0.007729742520248211,True
Fe,2025-02-27,3,3,5,5,0.9980234357884387,0.019893798245204274,34.6179208219083,0.007729742520248211,True
Fe,2025-02-28,1,2,5,5,0.9968804413916642,0.018295599577995553,28.917406777154884,0.00022010191763609954,True
Fe,2025-02-28,2,2,5,5,0.997264411212465,0.018306007810148336,29.294845692146612,0.00022010191763609954,True
Fe,2025-04-15,1,3,5,5,0.9996048972267009,0.018560589682677587,29.668541279119037,0.007148749282638569,True
Fe,2025-04-15,2,3,5,5,0.9964651799187083,0.018595243566505406,30.16763782914591,0.007148749282638569,True
Fe,2025-04-15,3,3,5,5,0.9979397273102916,0.020252521593988687,35.613163433206736,0.007148749282638569,True
Fe,2025-04-17,1,2,5,5,0.9972949091448858,0.018871327992241022,30.659011032340555,0.0008936640609938406,True
Fe,2025-04-17,2,2,5,5,0.9981035280569526,0.019378855159569622,32.684229747054786,0.0008936640609938406,True
Fe,2025-04-18,1,3,5,5,1.000100603722893,0.018833991529603123,30.311426752673334,0.24592984388366373,True
Fe,2025-04-18,2,3,5,5,0.9987711718014914,0.020266400852005463,35.709280785629645,0.24592984388366373,True
Fe,2025-04-18,3,3,4,4,0.9840109563735291,0.017284292460337556,20.9671669216607,0.24592984388366373,True
Fe,2025-04-19,1,3,5,5,0.9962944773435277,0.018797673364276048,29.926277868039026,0.03721843370533472,True
Fe,2025-04-19,2,3,5,5,0.9956829224573363,0.019553770063959763,33.426258369054615,0.03721843370533472,True
Fe,2025-04-19,3,3,5,5,1.002500587393029,0.019693380364656416,33.61681369371934,0.03721843370533472,True
Fe,2025-04-20,1,2,5,5,0.9981478137153459,0.020164568410461544,34.81214058669299,0.00827003965812855,True
Fe,2025-04-20,2,2,5,5,1.000644048200387,0.018624052262948474,29.66644023855221,0.00827003965812855,True
Fe,2025-05-05,1,2,5,5,0.9988284435768604,0.019214128431786968,31.65749134036165,0.005393754164864494,True
Fe,2025-05-05,2,2,5,5,0.9968902012661992,0.018092083230035687,28.456430303692635,0.005393754164864494,True
Fe,2025-05-06,1,3,5,5,0.995042313579854,0.018782967582325564,30.374757241747616,0.0030781184668579355,True
Fe,2025-05-06,2,3,5,5,0.9965251963843726,0.018182207375306115,28.754555424138402,0.0030781184668579355,True
Fe,2025-05-06,3,3,5,5,0.9970915404338675,0.01975111683516261,33.89627630676313,0.0030781184668579355,True
Fe,2025-05-07,1,2,5,5,0.99693457832714,0.019702273203864203,33.41788892620144,0.0037422391546654,True
Fe,2025-05-07,2,2,5,5,0.9986308555645866,0.01951170786159736,32.9871919337082,0.0037422391546654,True
Fe,2025-05-08,1,3,5,5,0.9962765443209993,0.01919626475669797,31.555500700211553,0.015209865184150635,True
Fe,2025-05-08,2,3,5,5,0.9992876260100654,0.018527767504239644,29.672247107952515,0.015209865184150635,True
Fe,2025-05-08,3,3,5,5,1.0008494366769756,0.01833155130814843,29.02677233366274,0.015209865184150635,True
Fe,2025-05-13,1,2,5,5,0.9952712046280027,0.01873541069944275,30.13872583559999,0.011349989552638974,True
Fe,2025-05-13,2,2,5,5,0.9980684653995214,0.018395191400261367,29.258324925344454,0.011349989552638974,True
Fe,2025-05-16,1,3,5,5,0.9985520346269078,0.01818678347047658,28.58685388415398,0.0011749712472124273,True
Fe,2025-05-16,2,3,5,5,0.9985785375770582,0.018557437377552298,29.876038741938114,0.0011749712472124273,True
Fe,2025-05-16,3,3,5,5,0.9996918074694361,0.01928249425674896,32.089655821383175,0.0011749712472124273,True
Fe,2025-05-19,1,3,5,5,0.9974557624159957,0.020841549977510695,37.10970109200193,0.003482881415575728,True
Fe,2025-05-19,2,3,5,5,0.9976369598228071,0.01836456089733896,29.164447843451555,0.003482881415575728,True
Fe,2025-05-19,3,3,5,5,0.9955319711395236,0.020072695963186005,35.09093310305129,0.003482881415575728,True
Fe,2025-05-20,1,3,5,5,1.0003387669237132,0.018309397021749517,28.551685184087855,0.001500237807793419,True
Fe,2025-05-20,2,3,5,5,0.998919083999681,0.018462875360314882,29.47910115646506,0.001500237807793419,True
Fe,2025-05-20,3,3,5,5,0.9995362187144957,0.01819033797743484,28.636272009588794,0.001500237807793419,True
Fe,2025-05-21,1,3,5,5,0.9932876454522148,0.018673213245909478,30.01915441848518,0.028808086946731655,True
Fe,2025-05-21,2,3,5,5,0.9996670652630614,0.018922797929615987,30.83359145227853,0.028808086946731655,True
Fe,2025-05-21,3,3,5,5,0.9962971446349193,0.019644476426274572,33.41871515564823,0.028808086946731655,True
Fe,2025-05-22,1,3,5,5,0.993263901541381,0.019628730668546042,33.214899511219016,0.008992812892485854,True
Fe,2025-05-22,2,3,5,5,0.9940479521857286,0.01859083976023771,30.114460213285014,0.008992812892485854,True
Fe,2025-05-22,3,3,5,5,0.9966870798472164,0.01860702968943344,29.989281106117765,0.008992812892485854,True
Fe,2025-05-26,1,3,5,5,0.9902527208612067,0.01915673289761127,31.83581004595722,0.039231573529428194,True
Fe,2025-05-26,2,3,5,5,0.9977106555185645,0.020168404255926545,35.288292525879505,0.039231573529428194,True
Fe,2025-05-26,3,3,5,5,0.9957126754663386,0.01921147938381337,32.14803972198295,0.039231573529428194,True
Fe,2025-05-27,1,3,5,5,0.9939940712856031,0.017373412218459467,26.171449484884484,0.021951509514540522,True
Fe,2025-05-27,2,3,5,5,0.9949831985585278,0.018030492544114284,28.322342004093063,0.021951509514540522,True
Fe,2025-05-27,3,3,5,5,0.9992244828447264,0.019423761894713985,32.69931714879273,0.021951509514540522,True
Fe,2025-05-28,1,3,5,5,0.9956825702580772,0.018979675572687156,31.08226835850523,0.01976511786320502,True
Fe,2025-05-28,2,3,5,5,1.0002278464900538,0.019340917984426574,32.33368078858263,0.01976511786320502,True
Fe,2025-05-28,3,3,5,5,1.0003994206659783,0.018955270837374853,31.03595476481368,0.01976511786320502,True
Fe,2026-01-05,1,3,5,5,0.9955748148314534,0.018465421252134757,29.707531780946734,0.003263664740919412,True
Fe,2026-01-05,2,3,5,5,0.9934460250575274,0.019536723743861856,33.40656020292167,0.003263664740919412,True
Fe,2026-01-05,3,3,5,5,0.9949424757848532,0.018972822913287026,31.461414529860843,0.003263664740919412,True
Fe,2026-01-06,1,3,5,5,0.993379733350628,0.019913446707104782,34.274583000508095,0.001807337878737623,True
Fe,2026-01-06,2,3,5,5,0.9945108554089844,0.019015222694032143,31.46597489534897,0.001807337878737623,True
Fe,2026-01-06,3,3,5,5,0.9949973447212321,0.018897111517630093,31.15920399326466,0.001807337878737623,True
Fe,2026-01-07,1,3,5,5,0.992448695213222,0.0198550443557886,34.107008467676295,0.017450405653188433,True
Fe,2026-01-07,2,3,5,5,0.9969958745000992,0.01851971907345413,29.780466153062626,0.017450405653188433,True
Fe,2026-01-07,3,3,5,5,0.9929551424510809,0.018905333201261868,31.219672656972605,0.017450405653188433,True
Fe,2026-01-08,1,2,5,5,0.9917545534941136,0.019709818595788603,33.6618903820909,0.0008072695054895384,True
Fe,2026-01-08,2,2,5,5,0.9924942189608585,0.017007231305351197,25.194835949903833,0.0008072695054895384,True
Fe,2026-01-09,1,3,5,5,0.9902898544890323,0.02061132746869298,37.05412433384153,0.014835304388097374,True
Fe,2026-01-09,2,3,5,5,0.9933367417052739,0.019408230161385105,32.93046579307109,0.014835304388097374,True
Fe,2026-01-09,3,3,5,5,0.9950843112174448,0.01895353245607828,31.34736097117011,0.014835304388097374,True
K,2025-02-17,1,3,3,3,0.97025031027146,0.020782492479544237,16.07611411696587,0.00039658294455070033,True
K,2025-02-17,2,3,3,3,0.9708918064304154,0.023751111188200884,21.13346160945671,0.00039658294455070033,True
K,2025-02-17,3,3,3,3,0.969984262839898,0.023125336566252243,20.032509394797014,0.00039658294455070033,True
K,2025-02-18,1,3,3,3,0.9614691172856625,0.022267446154656353,18.668280842374074,0.04135307362081168,True
K,2025-02-18,2,3,3,3,0.9703922068905754,0.021645614707530045,17.514711118137303,0.04135307362081168,True
K,2025-02-18,3,3,3,3,0.9663686097214249,0.020927274613999635,16.466829086107417,0.04135307362081168,True
K,2025-02-24,1,2,3,3,0.9677926659004829,0.02439755573579453,22.35654687503778,0.013401422473176418,True
K,2025-02-24,2,2,3,3,0.971523183747037,0.021052635711564283,16.5430127147649,0.013401422473176418,True
K,2025-02-25,1,3,3,3,0.9599190178446597,0.025663095385465826,24.914460110984898,0.013690705239070037,True
K,2025-02-25,2,3,3,3,0.9641884298602943,0.02418920667417275,22.111628367966304,0.013690705239070037,True
K,2025-02-25,3,3,3,3,0.9652873085333096,0.021189247847122127,16.90011563259615,0.013690705239070037,True
K,2025-02-26,1,3,3,3,0.9589554906957418,0.021317436600762338,17.12043642294671,0.04041320995182694,True
K,2025-02-26,2,3,3,3,0.9676144931621119,0.02288363964142738,19.70955101188258,0.04041320995182694,True
K,2025-02-26,3,3,3,3,0.9646911816961384,0.021454005110039275,17.33794860495892,0.04041320995182694,True
K,2025-02-27,1,3,3,3,0.9612723883063338,0.025633187834823982,24.83124345091592,0.075219747295031,True
K,2025-02-27,2,3,3,3,0.9496585659545822,0.0244381428032197,22.899921259084707,0.075219747295031,True
K,2025-02-27,3,3,3,3,0.9609012326664572,0.021161951979412744,16.90909821742008,0.075219747295031,True
K,2025-02-28,1,2,3,3,0.9613925363368904,0.020753121214844423,16.186669325940475,0.0824930130330846,True
K,2025-02-28,2,2,3,3,0.9524210433636927,0.023345211688774015,20.83741356575191,0.0824930130330846,True
K,2025-04-15,1,3,3,3,0.9595315727734478,0.022114011593420874,18.434024733675088,0.07593501135994912,True
K,2025-04-15,2,3,3,3,0.9510473180691219,0.02182804541147211,18.13271248419085,0.07593501135994912,True
K,2025-04-15,3,3,3,3,0.9476617303165439,0.022368448599933567,19.100816715858944,0.07593501135994912,True
K,2025-04-17,1,2,3,3,0.94466906502072,0.023782781766266706,21.58412509993586,0.009154309514796368,True
K,2025-04-17,2,2,3,3,0.9415196245252212,0.02275763598488483,19.9440671974869,0.009154309514796368,True
K,2025-04-18,1,3,3,3,0.9441322186975953,0.01921989966691407,14.0295876551919,0.0002585901339593208,True
K,2025-04-18,2,3,3,3,0.9435243193390679,0.023766975834037377,21.737968863364976,0.0002585901339593208,True
K,2025-04-18,3,3,3,3,0.9435995928814284,0.021883425176302863,18.3936958735355,0.0002585901339593208,True
K,2025-04-19,1,3,3,3,0.9289174854256496,0.022204913906720518,18.91892852072158,0.13775548089643522,True
K,2025-04-19,2,3,3,3,0.9427638087876278,0.02481463603380815,23.751087061253635,0.13775548089643522,True
K,2025-04-19,3,3,3,3,0.9439121594355143,0.022076932181267134,18.720649610214892,0.13775548089643522,True
K,2025-04-20,1,2,3,3,0.9411357145976952,0.020932389276591187,16.711984198481325,0.03983716907201272,True
K,2025-04-20,2,2,3,3,0.9474827840096971,0.02393917076210916,21.77517942386314,0.03983716907201272,True
K,2025-05-05,1,2,3,3,0.9503589218241716,0.02262201933708732,19.42128126614569,0.0039236412207681905,True
K,2025-05-05,2,2,3,3,0.9522999827219282,0.021177928885320562,17.03990419342429,0.0039236412207681905,True
K,2025-05-06,1,3,3,3,0.9445558991222641,0.024741984494743567,23.378550642844665,0.026260197471504796,True
K,2025-05-06,2,3,3,3,0.9497591442491762,0.021971384185909226,18.39194330503185,0.026260197471504796,True
K,2025-05-06,3,3,3,3,0.9427718437258445,0.02286030720816799,20.099582874341188,0.026260197471504796,True
K,2025-05-07,1,2,3,3,0.9381472821477248,0.022330248602150063,19.09248870463663,0.03758668876957766,True
K,2025-05-07,2,2,3,3,0.9442877009789956,0.022461096605760157,19.308480655059526,0.03758668876957766,True
K,2025-05-08,1,3,3,3,0.9403071745953209,0.024760249139426687,23.4966913788132,0.009630417656900384,True
K,2025-05-08,2,3,3,3,0.9437545543741691,0.020164040219664787,15.530124236540226,0.009630417656900384,True
K,2025-05-08,3,3,3,3,0.944819894176988,0.02320183553245539,20.613882959173452,0.009630417656900384,True
K,2025-05-13,1,2,3,3,0.9413185716694912,0.021533760418794772,17.68865697981004,0.05280692689426013,True
K,2025-05-13,2,2,3,3,0.9483675415848826,0.021845683500035636,18.197582479683113,0.05280692689426013,True
K,2025-05-16,1,3,3,3,0.9470949856793022,0.022583983326435547,19.483765736225124,0.01548694114614822,True
K,2025-05-16,2,3,3,3,0.9515671550050672,0.01962416365771654,14.611243358959,0.01548694114614822,True
K,2025-05-16,3,3,3,3,0.9521650020373065,0.022747389535057224,19.6326466383721,0.01548694114614822,True
K,2025-05-19,1,3,3,3,0.9512746859140422,0.021053737356337275,16.721872758476124,0.04548482368129246,True
K,2025-05-19,2,3,3,3,0.960432932676957,0.022615928602529378,19.27960180483651,0.04548482368129246,True
K,2025-05-19,3,3,3,3,0.9570802486385669,0.023155118792450552,20.271839197291747,0.04548482368129246,True
K,2025-05-20,1,3,3,3,0.9626817392011796,0.020701794141116774,15.967460460145105,0.007323924718572371,True
K,2025-05-20,2,3,3,3,0.9626104963958447,0.020952218108557442,16.48840501449309,0.007323924718572371,True
K,2025-05-20,3,3,3,3,0.9593859733807879,0.02256604358501022,19.20794910914875,0.007323924718572371,True
K,2025-05-21,1,3,3,3,0.9436807295386078,0.022005514723530243,18.451538356256144,0.08599009734192749,True
K,2025-05-21,2,3,3,3,0.9558875277109673,0.019805966550354534,14.79057936201156,0.08599009734192749,True
K,2025-05-21,3,3,3,3,0.9492548264256451,0.02175520124085655,18.03363948100755,0.08599009734192749,True
K,2025-05-22,1,3,3,3,0.9455093906157871,0.024365513301513455,22.657264343822078,0.016393414350344495,True
K,2025-05-22,2,3,3,3,0.9490136193848289,0.021910093957532045,18.297983729374955,0.016393414350344495,True
K,2025-05-22,3,3,3,3,0.9512170165793885,0.020007599312125555,15.19871709310668,0.016393414350344495,True
K,2025-05-26,1,3,3,3,0.9405542367553451,0.02166684974497721,17.929067720592037,0.05394235501830019,True
K,2025-05-26,2,3,3,3,0.9484763824730031,0.02250449846389494,19.32576156332344,0.05394235501830019,True
K,2025-05-26,3,3,3,3,0.9506026664814892,0.025480391006728623,24.815557512977563,0.05394235501830019,True
K,2025-05-27,1,3,3,3,0.9436866880190588,0.02539437246081785,24.769334388882523,0.03272170757357653,True
K,2025-05-27,2,3,3,3,0.9507048241453674,0.021829902616410282,18.140380954653057,0.03272170757357653,True
K,2025-05-27,3,3,3,3,0.9518560664386947,0.022800648923854826,19.796683279096662,0.03272170757357653,True
K,2025-05-28,1,3,3,3,0.9465522230787684,0.02202636908025745,18.457481776719796,0.06250612461685187,True
K,2025-05-28,2,3,3,3,0.9546348183087066,0.022254698473748013,18.801358511085287,0.06250612461685187,True
K,2025-05-28,3,3,3,3,0.9566429157417484,0.019759256886618604,14.71213076866777,0.06250612461685187,True
K,2026-01-05,1,3,3,3,0.955486392755457,0.02370104638634236,21.348931969500708,0.028331748160330558,True
K,2026-01-05,2,3,3,3,0.9490029391909237,0.02072833161067012,16.36102978951695,0.028331748160330558,True
K,2026-01-05,3,3,3,3,0.9484563930527852,0.02337392445143347,20.939985131556238,0.028331748160330558,True
K,2026-01-06,1,3,3,3,0.9412451097948643,0.021397463211375596,17.471535851050955,0.009018458276516598,True
K,2026-01-06,2,3,3,3,0.9453110727068339,0.022599938293970934,19.53678653888254,0.009018458276516598,True
K,2026-01-06,3,3,3,3,0.9439935919177347,0.02153001257955829,17.783619434665816,0.009018458276516598,True
K,2026-01-07,1,3,3,3,0.939619291113122,0.02097695831577881,16.802452098279637,0.022941694909043145,True
K,2026-01-07,2,3,3,3,0.943961727756652,0.0219852320390164,18.492529324438635,0.022941694909043145,True
K,2026-01-07,3,3,3,3,0.9374046703127636,0.02214593182026247,18.928307744539058,0.022941694909043145,True
K,2026-01-08,1,2,3,3,0.9353004807768265,0.021663015013511422,18.05971291687497,0.016209026214722803,True
K,2026-01-08,2,2,3,3,0.9391459628253027,0.021048240713647852,17.053734638041345,0.016209026214722803,True
K,2026-01-09,1,3,3,3,0.9367933479243274,0.02491794153096718,23.953882818713573,0.02480954020541637,True
K,2026-01-09,2,3,3,3,0.9437619616961386,0.0218114950934454,18.260985289977015,0.02480954020541637,True
K,2026-01-09,3,3,3,3,0.9385601625862872,0.024900358044590835,23.99118495681467,0.02480954020541637,True
La,2025-02-24,1,1,3,3,3.0073464047348595,0.4614214568780958,0.6607374753797273,nan,True
La,2025-02-26,3,1,3,3,2.297546560654536,0.46044598687637345,0.46821584312290193,nan,True
La,2025-02-27,1,1,3,3,2.4160025373441187,0.4904465645584337,1.1209204698713067,nan,True
La,2025-04-19,2,1,3,3,2.50961013907704,0.4670012779244685,1.034495856449257,nan,True
La,2025-05-05,2,1,3,3,2.1752372375409723,0.46504855358829233,0.5195576251354169,nan,True
La,2025-05-19,1,1,3,3,2.7887806387054743,0.8634851829457256,3.4318508180143876,nan,True
La,2025-05-20,3,1,3,3,2.702843059459893,0.6858329761079939,2.232914429504603,nan,True
La,2025-05-22,3,1,3,3,2.666550055988656,0.4602211928958679,0.692198202166357,nan,True
La,2026-01-05,3,1,3,3,2.919675418403122,0.4627957862587131,0.10464712169500257,nan,True
Mg,2025-02-17,1,3,4,4,1.035239662062558,0.046193856396345316,1.5001519701248134,0.08303258399098781,True
Mg,2025-02-17,2,3,4,4,1.0239930773099934,0.03784030901671164,0.5604566289791548,0.08303258399098781,True
Mg,2025-02-17,3,3,4,4,1.011451083313133,0.03703083152754099,0.1610557641902595,0.08303258399098781,True
Mg,2025-02-18,1,3,4,4,1.0265195178645177,0.04311870129982105,1.2826934172632118,0.5337764164657512,True
Mg,2025-02-18,2,3,4,4,1.0030173614764573,0.04464051561934573,1.4394122147559243,0.5337764164657512,True
Mg,2025-02-18,3,3,4,4,0.9644157981957939,0.04273392416578766,1.4239610837464787,0.5337764164657512,True
Mg,2025-02-24,1,2,4,4,1.0288058999251883,0.037660744165889985,0.4048628884713734,0.002766058537117099,True
Mg,2025-02-24,2,2,4,4,1.026035882622956,0.036819153737937226,0.2621217210240028,0.002766058537117099,True
Mg,2025-02-25,1,3,4,4,1.0002590423889752,0.03774120370974462,0.48979488271583166,0.12225308322069672,True
Mg,2025-02-25,2,3,4,4,1.026044449641379,0.03730278764440328,0.3030489136396336,0.12225308322069672,True
Mg,2025-02-25,3,3,4,4,1.0091320968925006,0.03700988289720725,0.06111771392807419,0.12225308322069672,True
Mg,2025-02-26,1,3,4,4,0.9564787267757968,0.03705312897836738,0.7271545200796069,1.0355991533130555,True
Mg,2025-02-26,2,3,4,4,1.0133159703659842,0.03719144895774769,0.8972637827419455,1.0355991533130555,True
